specimen_id,MS_institution_code,iDB_institution_code,MS_collection_code,iDB_collection_code,MS_catalog_number,iDB_catalog_number,MS_genus,iDB_genus,MS_species,iDB_species
562,AMNH,amnh,M,mammals,149149,m-149149,Pithecia,pithecia,pithecia,pithecia
563,AMNH,amnh,M,mammals,187978,m-187978,Pithecia,pithecia,monachus,monachus
564,AMNH,amnh,M,mammals,202373,m-202373,Pithecia,pithecia,hirsuta,pithecia
565,AMNH,amnh,M,mammals,201122,m-201122,Cacajao,cacajao,calvus,calvus
567,AMNH,amnh,M,mammals,70192,m-70192,Cacajao,cacajao,calvus,calvus
569,AMNH,amnh,M,mammals,95760,m-95760,Chiropotes,chiropotes,satanas,satanas
570,AMNH,amnh,M,mammals,96123,m-96123,Chiropotes,chiropotes,satanas,satanas
572,AMNH,amnh,M,mammals,183289,m-183289,Callimico,callimico,goeldii,goeldii
574,AMNH,amnh,M,mammals,244101,m-244101,Callithrix,cebuella,pygmaea,pygmaea
575,AMNH,amnh,M,mammals,244365,m-244365,Callithrix,cebuella,pygmaea,pygmaea
577,AMNH,amnh,M,mammals,188140,m-188140,Ateles,ateles,fusciceps,fusciceps
580,AMNH,amnh,M,mammals,172985,m-172985,Ateles,ateles,geoffroyi,geoffroyi
584,AMNH,amnh,M,mammals,211510,m-211510,Alouatta,alouatta,caraya,caraya
585,AMNH,amnh,M,mammals,211525,m-211525,Alouatta,alouatta,caraya,caraya
596,AMNH,amnh,M,mammals,211521,m-211521,Alouatta,alouatta,caraya,caraya
598,AMNH,amnh,M,mammals,188156,m-188156,Lagothrix,lagothrix,lagotricha,lagothricha
614,AMNH,amnh,M,mammals,113135,m-113135,Tupaia,tupaia,belangeri,glis
615,AMNH,amnh,M,mammals,215178,m-215178,Tupaia,tupaia,sp.,
616,AMNH,amnh,M,mammals,215179,m-215179,Tupaia,tupaia,sp.,
617,AMNH,amnh,M,mammals,215175,m-215175,Tupaia,tupaia,sp.,
618,AMNH,amnh,M,mammals,207001,m-207001,Cynocephalus,cynocephalus,volans,volans
644,MCZ,mcz,,mamm,17684,17684,Gorilla,gorilla,gorilla,gorilla
645,MCZ,mcz,,mamm,20038,20038,Gorilla,gorilla,gorilla,gorilla
646,MCZ,mcz,,mamm,29048,29048,Gorilla,gorilla,gorilla,gorilla
647,MCZ,mcz,,mamm,37362,37362,Pongo,pongo,pygmaeus,pygmaeus
648,MCZ,mcz,,mamm,37365,37365,Pongo,pongo,pygmaeus,pygmaeus
657,AMNH,amnh,,mammals,246510,m-246510,Mastecembelus,carollia,brachyrhinus,brevicauda
658,AMNH,amnh,,mammals,255225,m-255225,Mastacembelus,sigmodon,simbi,hispidus
660,AMNH,amnh,,mammals,250233,m-250233,Mastacembelus,podomys,crassus,floridanus
661,AMNH,amnh,,mammals,241590,m-241590,Lamprologus,rattus,tigripictilis,exulans
662,AMNH,amnh,,mammals,255098,m-255098,Mastecembelus,peromyscus,brichardi,polionotus
677,MCZ,mcz,,mamm,37328,37328,Nasalis,nasalis,larvatus,larvatus
679,MCZ,mcz,,mamm,41557,41557,Nasalis,nasalis,larvatus,larvatus
680,AMNH,amnh,M,mammals,167343,m-167343,Pan,pan,troglodytes,troglodytes
681,AMNH,amnh,M,mammals,89354,m-89354,Pan,pan,troglodytes,troglodytes
682,AMNH,amnh,M,mammals,89426,m-89426,Pan,pan,troglodytes,troglodytes
688,MCZ,mcz,,mamm,37363,37363,Pongo,pongo,pygmaeus,pygmaeus
689,AMNH,amnh,M,mammals,201008,m-201008,Theropithecus,theropithecus,gelada,gelada
690,AMNH,amnh,M,mammals,52303,m-52303,Procolobus,procolobus,badius,badius
691,AMNH,amnh,M,mammals,87255,m-87255,Pygathrix,pygathrix,nemaeus,nemaeus
692,AMNH,amnh,M,mammals,80774,m-80774,Papio,papio,ursinus,ursinus
693,AMNH,amnh,M,mammals,34709,m-34709,Erythrocebus,erythrocebus,patas,patas
694,AMNH,amnh,M,mammals,52603,m-52603,Lophocebus,lophocebus,albigena,albigena
695,AMNH,amnh,M,mammals,80787,m-80787,Chlorocebus,chlorocebus,cynosuros,cynosuros
696,AMNH,amnh,M,mammals,27711,m-27711,Colobus,colobus,guereza,guereza
711,AMNH,amnh,M,mammals,112977,m-112977,Trachypithecus,presbytis,obscurus,obscura
712,MCZ,mcz,,mamm,25626,25626,Cercocebus,cercocebus,torquatus,torquatus
713,MCZ,mcz,,mamm,25630,25630,Cercocebus,cercocebus,torquatus,torquatus
715,MCZ,mcz,,mamm,62639,62639,Cercocebus,cercocebus,torquatus,torquatus
747,UF,uf,,fish,133653,133653,Notemigonus,notemigonus,crysoleucas,crysoleucas
748,UF,uf,,fish,99345,99345,Oncorhynchus,oncorhynchus,mykiss,mykiss
753,USNM,usnm,V,paleobiology,17994,v17994,Smilodectes,smilodectes,gracilis,gracilis
754,AMNH,amnh,M,mammals,86856,m-86856,Allenopithecus,allenopithecus,nigroviridis,nigroviridis
760,USNM,usnm,V,paleobiology,21864,v21864,Notharctus,notharctus,tenebrosus,tenebrosus
768,UF,uf,,uf,330179,330179,Teilhardina,teilhardina,brandti,brandti
769,USNM,usnm,V,paleobiology,17996,v17996,Smilodectes,smilodectes,gracilis,gracilis
770,UF,uf,,uf,328416,328416,Teilhardina,teilhardina,brandti,brandti
771,UF,uf,,uf,325931,325931,Cantius,cantius,torresi,torresi
773,UF,uf,,uf,328415,328415,Cantius,cantius,ralstoni,ralstoni
774,UF,uf,,uf,328417,328417,Cantius,cantius,ralstoni,ralstoni
777,MCZ,mcz,,mamm,32625,32625,Cercocebus,cercocebus,torquatus,torquatus
778,MCZ,mcz,,mamm,32624,32624,Cercocebus,cercocebus,torquatus,torquatus
779,MCZ,mcz,,mamm,23195,23195,Cercocebus,cercocebus,sp.,torquatus
780,MCZ,mcz,,mamm,19982,19982,Cercocebus,cercocebus,torquatus,torquatus
781,MCZ,mcz,,mamm,19184,19184,Cercocebus,cercocebus,torquatus,torquatus
782,MCZ,mcz,,mamm,18612,18612,Cercocebus,cercocebus,torquatus,torquatus
783,MCZ,mcz,,mamm,21155,21155,Cercocebus,cercocebus,sp.,
784,MCZ,mcz,,mamm,39402,39402,Cercocebus,cercocebus,albigena,albigena
785,MCZ,mcz,,mamm,39396,39396,Cercocebus,cercocebus,albigena,albigena
786,MCZ,mcz,,mamm,39395,39395,Cercocebus,cercocebus,albigena,albigena
787,MCZ,mcz,,mamm,39388,39388,Cercocebus,cercocebus,albigena,albigena
788,MCZ,mcz,,mamm,23194,23194,Cercocebus,cercocebus,albigena,albigena
789,MCZ,mcz,,mamm,22737,22737,Cercocebus,cercocebus,albigena,albigena
790,MCZ,mcz,,mamm,18614,18614,Cercocebus,cercocebus,albigena,albigena
793,MCZ,mcz,,mamm,6209,6209,Cercocebus,cercocebus,albigena,albigena
794,MCZ,mcz,,mamm,14725,14725,Cercocebus,cercocebus,albigena,albigena
796,MCZ,mcz,,mamm,16354,16354,Eulemur,lemur,fulvus,lecomystax
797,MCZ,mcz,,mamm,16356,16356,Eulemur,lemur,fulvus,lecomystax
798,MCZ,mcz,,mamm,16370,16370,Eulemur,lemur,fulvus,lecomystax
799,MCZ,mcz,,mamm,16393,16393,Eulemur,lemur,fulvus,lecomystax
800,MCZ,mcz,,mamm,44886,44886,Eulemur,lemur,fulvus,lecomystax
801,MCZ,mcz,,mamm,44887,44887,Eulemur,lemur,fulvus,lecomystax
802,MCZ,mcz,,mamm,44889,44889,Eulemur,lemur,fulvus,lecomystax
803,MCZ,mcz,,mamm,44892,44892,Eulemur,lemur,fulvus,lecomystax
804,MCZ,mcz,,mamm,44893,44893,Eulemur,lemur,fulvus,lecomystax
805,MCZ,mcz,,mamm,44895,44895,Eulemur,lemur,fulvus,lecomystax
806,MCZ,mcz,,mamm,44896,44896,Eulemur,lemur,fulvus,lecomystax
807,MCZ,mcz,,mamm,16075,16075,Galago,galago,senegalensis,senegalensis
808,MCZ,mcz,,mamm,31723,31723,Galago,galago,senegalensis,senegalensis
809,MCZ,mcz,,mamm,31724,31724,Galago,galago,senegalensis,senegalensis
810,MCZ,mcz,,mamm,33908,33908,Galago,galago,senegalensis,senegalensis
818,MCZ,mcz,,mamm,34381,34381,Galago,galago,senegalensis,senegalensis
819,MCZ,mcz,,mamm,34917,34917,Galago,galago,senegalensis,senegalensis
820,MCZ,mcz,,mamm,38875,38875,Galago,galago,senegalensis,senegalensis
821,MCZ,mcz,,mamm,38912,38912,Galago,galago,senegalensis,senegalensis
822,MCZ,mcz,,mamm,38915,38915,Galago,galago,senegalensis,senegalensis
823,MCZ,mcz,,mamm,44132,44132,Galago,galago,senegalensis,senegalensis
824,MCZ,mcz,,mamm,44134,44134,Galago,galago,senegalensis,senegalensis
829,MCZ,mcz,,mamm,6291,6291,Hapalemur,hapalemur,griseus,griseus
830,MCZ,mcz,,mamm,37808,37808,Hapalemur,hapalemur,griseus,griseus
831,MCZ,mcz,,mamm,44911,44911,Hapalemur,hapalemur,griseus,griseus
832,MCZ,mcz,,mamm,44913,44913,Hapalemur,hapalemur,griseus,griseus
833,MCZ,mcz,,mamm,44918,44918,Hapalemur,hapalemur,griseus,griseus
834,MCZ,mcz,,mamm,44921,44921,Hapalemur,hapalemur,griseus,griseus
835,MCZ,mcz,,mamm,44922,44922,Hapalemur,hapalemur,griseus,griseus
836,MCZ,mcz,,mamm,44923,44923,Hapalemur,hapalemur,griseus,griseus
837,MCZ,mcz,,mamm,8039,8039,Avahi,avahi,laniger,laniger
838,MCZ,mcz,,mamm,44878,44878,Avahi,avahi,laniger,laniger
839,MCZ,mcz,,mamm,44879,44879,Avahi,avahi,laniger,laniger
841,MCZ,mcz,BOM,mamm,5118,5118,Nycticebus,suncus,coucang,murinus
842,MCZ,mcz,,mamm,27869,27869,Nycticebus,nycticebus,coucang,coucang
843,MCZ,mcz,,mamm,36035,36035,Nycticebus,nycticebus,pygmaeus,pygmaeus
844,MCZ,mcz,,mamm,36040,36040,Nycticebus,nycticebus,coucang,coucang
845,MCZ,mcz,,mamm,36116,36116,Nycticebus,nycticebus,coucang,coucang
846,MCZ,mcz,,mamm,37795,37795,Nycticebus,nycticebus,coucang,coucang
847,MCZ,mcz,,mamm,8041,8041,Propithecus,propithecus,verreauxi,verreauxi
848,MCZ,mcz,,mamm,16375,16375,Propithecus,propithecus,verreauxi,verreauxi
849,MCZ,mcz,,mamm,18631,18631,Propithecus,propithecus,verreauxi,verreauxi
850,MCZ,mcz,,mamm,44854,44854,Propithecus,propithecus,verreauxi,diadema
851,MCZ,mcz,,mamm,44856,44856,Propithecus,propithecus,verreauxi,verreauxi
852,MCZ,mcz,,mamm,16382,16382,Varecia,varecia,variegata,variegata
853,MCZ,mcz,,mamm,8044,8044,Eulemur,lemur,fulvus,lecomystax
854,MCZ,mcz,,mamm,44905,44905,Varecia,varecia,variegata,variegata
855,MCZ,mcz,,mamm,32503,32503,Avahi,avahi,laniger,laniger
856,MCZ,mcz,,mamm,44877,44877,Avahi,avahi,laniger,laniger
857,MCZ,mcz,,mamm,22736,22736,Cercocebus,cercocebus,albigena,albigena
858,MCZ,mcz,,mamm,36041,36041,Nycticebus,nycticebus,coucang,coucang
859,MCZ,mcz,,mamm,44906,44906,Varecia,varecia,variegata,variegata
860,MCZ,mcz,,mamm,44907,44907,Varecia,varecia,variegata,variegata
861,MCZ,mcz,,mamm,44909,44909,Varecia,varecia,variegata,variegata
862,MCZ,mcz,,mamm,58139,58139,Varecia,varecia,variegata,variegata
863,MCZ,mcz,,mamm,59274,59274,Varecia,varecia,variegata,variegata
864,MCZ,mcz,,mamm,59277,59277,Varecia,varecia,variegata,variegata
876,USNM,usnm,V,paleobiology,23277,v23277,Notharctus,notharctus,tenebrosus,tenebrosus
877,USNM,usnm,V,paleobiology,23278,v23278,Notharctus,notharctus,tenebrosus,tenebrosus
879,MCZ,mcz,,mamm,14657,14657,Euoticus,euoticus,elegantulus,elegantulus
880,MCZ,mcz,,mamm,14658,14658,Euoticus,euoticus,elegantulus,elegantulus
881,MCZ,mcz,,mamm,17590,17590,Euoticus,euoticus,elegantulus,elegantulus
882,MCZ,mcz,,mamm,17591,17591,Euoticus,euoticus,elegantulus,elegantulus
883,MCZ,mcz,,mamm,17592,17592,Euoticus,euoticus,elegantulus,elegantulus
884,MCZ,mcz,,mamm,17593,17593,Euoticus,euoticus,elegantulus,elegantulus
885,MCZ,mcz,,mamm,18608,18608,Euoticus,euoticus,elegantulus,elegantulus
886,MCZ,mcz,,mamm,18609,18609,Euoticus,euoticus,elegantulus,elegantulus
887,MCZ,mcz,,mamm,46143,46143,Euoticus,euoticus,elegantulus,inustus
888,MCZ,mcz,,mamm,14659,14659,Galago,galago,alleni,alleni
889,MCZ,mcz,,mamm,17589,17589,Galago,galago,alleni,alleni
890,MCZ,mcz,,mamm,19969,19969,Galago,galago,alleni,alleni
891,MCZ,mcz,,mamm,64170,64170,Galago,galago,alleni,alleni
892,MCZ,mcz,,mamm,8043,8043,Lemur,lemur,catta,catta
893,MCZ,mcz,BOM,mamm,8473,8473,Lemur,microtus,catta,oregoni
894,MCZ,mcz,,mamm,16391,16391,Lemur,lemur,catta,catta
895,MCZ,mcz,,mamm,16392,16392,Lemur,lemur,catta,catta
896,MCZ,mcz,,mamm,44903,44903,Lemur,lemur,catta,catta
897,MCZ,mcz,,mamm,44904,44904,Lemur,lemur,catta,catta
899,MCZ,mcz,,mamm,44839,44839,Microcebus,microcebus,murinus,murinus
900,MCZ,mcz,,mamm,44840,44840,Microcebus,microcebus,murinus,murinus
901,MCZ,mcz,,mamm,44842,44842,Microcebus,microcebus,murinus,murinus
902,MCZ,mcz,,mamm,44843,44843,Microcebus,microcebus,murinus,murinus
903,MCZ,mcz,,mamm,44847,44847,Microcebus,microcebus,murinus,murinus
904,MCZ,mcz,,mamm,45125,45125,Microcebus,microcebus,murinus,murinus
905,MCZ,mcz,,mamm,25812,25812,Alouatta,alouatta,caraya,caraya
906,MCZ,mcz,,mamm,28095,28095,Alouatta,alouatta,caraya,caraya
907,MCZ,mcz,,mamm,28096,28096,Alouatta,alouatta,caraya,caraya
908,MCZ,mcz,,mamm,28654,28654,Alouatta,alouatta,caraya,caraya
909,MCZ,mcz,,mamm,28655,28655,Alouatta,alouatta,caraya,caraya
910,MCZ,mcz,,mamm,28713,28713,Alouatta,alouatta,caraya,caraya
912,MCZ,mcz,BOM,mamm,5324,5324,Alouatta,callorhinus,palliata,ursinus
913,MCZ,mcz,BOM,mamm,5325,5325,Alouatta,callorhinus,palliata,ursinus
915,MCZ,mcz,BOM,mamm,5328,5328,Alouatta,scotophilus,palliata,kuhlii
916,MCZ,mcz,BOM,mamm,5329,5329,Alouatta,scotophilus,palliata,kuhlii
917,MCZ,mcz,BOM,mamm,5331,5331,Alouatta,scotophilus,palliata,kuhlii
918,MCZ,mcz,BOM,mamm,6001,6001,Alouatta,myotis,palliata,sodalis
919,MCZ,mcz,BOM,mamm,8471,8471,Alouatta,dipodomys,palliata,merriami
920,MCZ,mcz,,mamm,27785,27785,Alouatta,alouatta,palliata,palliata
921,MCZ,mcz,,mamm,29609,29609,Alouatta,alouatta,palliata,palliata
922,MCZ,mcz,,mamm,29611,29611,Alouatta,alouatta,palliata,palliata
923,MCZ,mcz,BOM,mamm,5071,5071,Aotus,bos,trivirgatus,taurus
924,MCZ,mcz,BOM,mamm,8472,8472,Aotus,dipodomys,trivirgatus,merriami
925,MCZ,mcz,,mamm,19801,19801,Aotus,aotus,trivirgatus,trivirgatus
926,MCZ,mcz,,mamm,19802,19802,Aotus,aotus,trivirgatus,trivirgatus
927,MCZ,mcz,,mamm,19805,19805,Aotus,aotus,trivirgatus,trivirgatus
928,MCZ,mcz,,mamm,20099,20099,Aotus,aotus,trivirgatus,trivirgatus
929,MCZ,mcz,,mamm,27214,27214,Aotus,aotus,trivirgatus,trivirgatus
930,MCZ,mcz,,mamm,30562,30562,Aotus,aotus,trivirgatus,trivirgatus
931,MCZ,mcz,,mamm,39571,39571,Aotus,aotus,trivirgatus,trivirgatus
932,MCZ,mcz,,mamm,52608,52608,Aotus,aotus,trivirgatus,trivirgatus
933,MCZ,mcz,BANGS,mamm,8042,8042,Aotus,propithecus,trivirgatus,diadema
934,MCZ,mcz,BANGS,mamm,8043,8043,Aotus,lemur,trivirgatus,catta
935,MCZ,mcz,BOM,mamm,5336,5336,Ateles,scotophilus,geoffroyi,kuhlii
936,MCZ,mcz,BOM,mamm,5338,5338,Ateles,scoteinus,geoffroyi,pallidus
937,MCZ,mcz,BOM,mamm,5340,5340,Ateles,scoteinus,geoffroyi,pallidus
938,MCZ,mcz,BOM,mamm,5345,5345,Ateles,scoteinus,geoffroyi,pallidus
939,MCZ,mcz,BOM,mamm,5346,5346,Ateles,scoteinus,geoffroyi,pallidus
940,MCZ,mcz,BOM,mamm,5348,5348,Ateles,scoteinus,geoffroyi,pallidus
941,MCZ,mcz,BOM,mamm,5349,5349,Ateles,scoteinus,geoffroyi,pallidus
942,MCZ,mcz,BOM,mamm,5350,5350,Ateles,scoteinus,geoffroyi,pallidus
943,MCZ,mcz,BOM,mamm,5351,5351,Ateles,scoteinus,geoffroyi,pallidus
944,MCZ,mcz,BOM,mamm,5352,5352,Ateles,scoteinus,geoffroyi,pallidus
945,MCZ,mcz,BOM,mamm,5353,5353,Ateles,scoteinus,geoffroyi,pallidus
946,MCZ,mcz,BOM,mamm,5354,5354,Ateles,scoteinus,geoffroyi,pallidus
947,MCZ,mcz,,mamm,24080,24080,Colobus,colobus,badius,badius
948,MCZ,mcz,,mamm,24775,24775,Colobus,colobus,badius,badius
949,MCZ,mcz,,mamm,24793,24793,Colobus,colobus,badius,badius
950,MCZ,mcz,,mamm,25627,25627,Colobus,colobus,badius,badius
951,MCZ,mcz,,mamm,25631,25631,Colobus,colobus,badius,badius
952,MCZ,mcz,,mamm,25810,25810,Colobus,colobus,badius,badius
953,MCZ,mcz,,mamm,26552,26552,Colobus,colobus,badius,badius
954,MCZ,mcz,,mamm,26553,26553,Colobus,colobus,badius,badius
955,MCZ,mcz,,mamm,27108,27108,Colobus,colobus,badius,badius
956,MCZ,mcz,,mamm,31939,31939,Colobus,colobus,badius,badius
957,MCZ,mcz,,mamm,38083,38083,Colobus,colobus,badius,badius
958,MCZ,mcz,,mamm,21147,21147,Colobus,colobus,polykomos,polykomos
959,MCZ,mcz,,mamm,21151,21151,Colobus,colobus,polykomos,polykomos
960,MCZ,mcz,,mamm,21153,21153,Colobus,colobus,polykomos,polykomos
961,MCZ,mcz,,mamm,22356,22356,Colobus,colobus,polykomos,polykomos
962,MCZ,mcz,,mamm,22358,22358,Colobus,colobus,polykomos,polykomos
963,MCZ,mcz,,mamm,22624,22624,Colobus,colobus,polykomos,polykomos
964,MCZ,mcz,,mamm,22626,22626,Colobus,colobus,polykomos,polykomos
965,MCZ,mcz,,mamm,22629,22629,Colobus,colobus,polykomos,polykomos
966,MCZ,mcz,,mamm,22850,22850,Colobus,colobus,polykomos,caudatus
967,MCZ,mcz,,mamm,29794,29794,Colobus,colobus,polykomos,polykomos
968,MCZ,mcz,,mamm,46368,46368,Colobus,colobus,polykomos,polykomos
969,MCZ,mcz,,mamm,47007,47007,Colobus,colobus,polykomos,polykomos
970,MCZ,mcz,BOM,mamm,5355,5355,Ateles,scoteinus,geoffroyi,pallidus
971,MCZ,mcz,,mamm,10138,10138,Ateles,ateles,geoffroyi,geoffroyi
972,MCZ,mcz,,mamm,29626,29626,Ateles,ateles,geoffroyi,geoffroyi
973,MCZ,mcz,,mamm,29628,29628,Ateles,ateles,geoffroyi,geoffroyi
974,MCZ,mcz,,mamm,29658,29658,Ateles,ateles,geoffroyi,geoffroyi
975,MCZ,mcz,,mamm,34322,34322,Ateles,ateles,geoffroyi,geoffroyi
976,MCZ,mcz,,mamm,37280,37280,Erythrocebus,erythrocebus,patas,patas
977,MCZ,mcz,,mamm,47015,47015,Erythrocebus,erythrocebus,patas,patas
978,MCZ,mcz,,mamm,47016,47016,Erythrocebus,erythrocebus,patas,patas
979,MCZ,mcz,,mamm,47017,47017,Erythrocebus,erythrocebus,patas,patas
980,MCZ,mcz,,mamm,47018,47018,Erythrocebus,erythrocebus,patas,patas
981,MCZ,mcz,,mamm,7088,7088,Cercopithecus,cercopithecus,mitis,mitis
982,MCZ,mcz,,mamm,22734,22734,Cercopithecus,cercopithecus,mitis,mitis
983,MCZ,mcz,,mamm,25022,25022,Cercopithecus,cercopithecus,mitis,mitis
984,MCZ,mcz,,mamm,26832,26832,Cercopithecus,cercopithecus,mitis,mitis
985,MCZ,mcz,,mamm,31986,31986,Cercopithecus,cercopithecus,mitis,mitis
986,MCZ,mcz,,mamm,32003,32003,Cercopithecus,cercopithecus,mitis,mitis
987,MCZ,mcz,,mamm,39375,39375,Cercopithecus,cercopithecus,mitis,mitis
988,MCZ,mcz,,mamm,39389,39389,Cercopithecus,cercopithecus,mitis,mitis
989,MCZ,mcz,,mamm,39390,39390,Cercopithecus,cercopithecus,mitis,mitis
990,MCZ,mcz,,mamm,44264,44264,Cercopithecus,cercopithecus,mitis,mitis
991,MCZ,mcz,,mamm,44268,44268,Cercopithecus,cercopithecus,mitis,mitis
992,MCZ,mcz,,mamm,44274,44274,Cercopithecus,cercopithecus,mitis,mitis
993,MCZ,mcz,,mamm,14750,14750,Gorilla,gorilla,gorilla,gorilla
994,MCZ,mcz,,mamm,20089,20089,Gorilla,gorilla,gorilla,gorilla
995,MCZ,mcz,,mamm,26850,26850,Gorilla,gorilla,gorilla,gorilla
997,MCZ,mcz,,mamm,37264,37264,Gorilla,gorilla,gorilla,gorilla
998,MCZ,mcz,,mamm,37625,37625,Gorilla,canis,gorilla,latrans
999,MCZ,mcz,,mamm,37266,37266,Gorilla,gorilla,gorilla,gorilla
1000,MCZ,mcz,,mamm,38326,38326,Gorilla,gorilla,gorilla,gorilla
1001,MCZ,mcz,,mamm,46325,46325,Gorilla,gorilla,gorilla,gorilla
1002,MCZ,mcz,,mamm,49006,49006,Gorilla,gorilla,gorilla,gorilla
1004,MCZ,mcz,,mamm,41411,41411,Hylobates,hylobates,lar,lar
1005,MCZ,mcz,,mamm,41412,41412,Hylobates,hylobates,lar,lar
1006,MCZ,mcz,,mamm,41414,41414,Hylobates,hylobates,lar,lar
1007,MCZ,mcz,,mamm,41416,41416,Hylobates,hylobates,lar,lar
1008,MCZ,mcz,,mamm,41418,41418,Hylobates,hylobates,lar,lar
1009,MCZ,mcz,,mamm,41421,41421,Hylobates,hylobates,lar,lar
1012,AMNH,amnh,M,mammals,211482,m-211482,Aotus,aotus,infulatus,azarae
1013,AMNH,amnh,M,mammals,201647,m-201647,Aotus,aotus,trivirgatus,trivirgatus
1014,AMNH,amnh,M,mammals,215056,m-215056,Aotus,aotus,trivirgatus,azarae
1015,AMNH,amnh,M,mammals,211513,m-211513,Alouatta,alouatta,caraya,caraya
1016,AMNH,amnh,M,mammals,211585,m-211585,Alouatta,alouatta,caraya,caraya
1017,MCZ,mcz,,mamm,41424,41424,Hylobates,hylobates,lar,lar
1020,MCZ,mcz,,mamm,41449,41449,Hylobates,hylobates,lar,lar
1021,MCZ,mcz,,mamm,41436,41436,Hylobates,hylobates,lar,lar
1022,MCZ,mcz,,mamm,41452,41452,Hylobates,hylobates,lar,lar
1023,MCZ,mcz,,mamm,41454,41454,Hylobates,hylobates,lar,lar
1024,MCZ,mcz,,mamm,41455,41455,Hylobates,hylobates,lar,lar
1025,MCZ,mcz,,mamm,41457,41457,Hylobates,hylobates,lar,lar
1026,MCZ,mcz,,mamm,41458,41458,Hylobates,hylobates,lar,lar
1027,MCZ,mcz,,mamm,41460,41460,Hylobates,hylobates,lar,lar
1028,MCZ,mcz,,mamm,41463,41463,Hylobates,hylobates,lar,lar
1029,MCZ,mcz,,mamm,41469,41469,Hylobates,hylobates,lar,lar
1030,MCZ,mcz,,mamm,41493,41493,Hylobates,hylobates,lar,lar
1031,MCZ,mcz,BOM,mamm,8461,8461,Macaca,microtus,fascicularis,montanus
1032,MCZ,mcz,,mamm,12758,12758,Macaca,macaca,fascicularis,fascicularis
1033,MCZ,mcz,,mamm,22277,22277,Macaca,macaca,fascicularis,fascicularis
1034,MCZ,mcz,,mamm,23812,23812,Macaca,macaca,fascicularis,fascicularis
1035,MCZ,mcz,,mamm,23813,23813,Macaca,macaca,fascicularis,fascicularis
1036,MCZ,mcz,,mamm,35058,35058,Macaca,macaca,fascicularis,fascicularis
1037,MCZ,mcz,,mamm,35765,35765,Macaca,macaca,fascicularis,fascicularis
1038,MCZ,mcz,,mamm,35937,35937,Macaca,macaca,fascicularis,fascicularis
1039,MCZ,mcz,,mamm,35938,35938,Macaca,macaca,fascicularis,fascicularis
1040,MCZ,mcz,,mamm,36030,36030,Macaca,macaca,fascicularis,fascicularis
1041,MCZ,mcz,,mamm,37781,37781,Macaca,macaca,fascicularis,fascicularis
1042,MCZ,mcz,,mamm,41167,41167,Macaca,macaca,fascicularis,fascicularis
1045,MCZ,mcz,,mamm,37709,37709,Macaca,macaca,fuscata,fuscata
1046,MCZ,mcz,,mamm,61273,61273,Macaca,macaca,fuscata,fuscata
1047,MCZ,mcz,,mamm,6367,6367,Macaca,macaca,mulatta,mulatta
1048,MCZ,mcz,,mamm,30384,30384,Macaca,macaca,mulatta,mulatta
1049,MCZ,mcz,,mamm,26475,26475,Macaca,macaca,mulatta,mulatta
1050,MCZ,mcz,,mamm,61414,61414,Macaca,macaca,mulatta,mulatta
1051,MCZ,mcz,BOM,mamm,7072,7072,Macaca,macroglossus,sylvanus,minimus
1052,MCZ,mcz,BOM,mamm,7098,7098,Macaca,sorex,sylvanus,cinereus
1053,MCZ,mcz,,mamm,19986,19986,Mandrillus,mandrillus,leucophaeus,leucophaeus
1054,MCZ,mcz,,mamm,20085,20085,Mandrillus,mandrillus,leucophaeus,leucophaeus
1055,MCZ,mcz,,mamm,23168,23168,Mandrillus,mandrillus,leucophaeus,leucophaeus
1056,MCZ,mcz,,mamm,23169,23169,Mandrillus,mandrillus,leucophaeus,leucophaeus
1060,AMNH,amnh,M,mammals,133698,m-133698,Callithrix,callithrix,jacchus,pencillata
1062,AMNH,amnh,M,mammals,207726,m-207726,Saguinus,saguinus,midas,midas
1063,AMNH,amnh,M,mammals,97316,m-97316,Saguinus,saguinus,midas,midas
1064,AMNH,amnh,M,mammals,133606,m-133606,Cebus,cebus,apella,apella
1067,AMNH,amnh,M,mammals,209934,m-209934,Saimiri,saimiri,boliviensis,boliviensis
1068,AMNH,amnh,M,mammals,211651,m-211651,Saimiri,saimiri,boliviensis,boliviensis
1070,AMNH,amnh,M,mammals,17405,m-17405,Semnopithecus,presbytis,entellus,
1072,USNM,usnm,,paleobiology,176227,pal176227,Pan,pseudobulweria,troglodytes,rupinarum
1073,USNM,usnm,,paleobiology,176229,pal176229,Pan,pseudobulweria,troglodytes,rupinarum
1075,USNM,usnm,,paleobiology,142169,pal142169,Pongo,rhynchonella,pygmaeus,explanata
1076,USNM,usnm,,paleobiology,142170,pal142170,Pongo,rhynchonella,pygmaeus,explanata
1079,USNM,usnm,M,paleobiology,145302,pal145302,Pongo,phillipsia,pygmaeus,tuberculata
1081,AMNH,amnh,M,mammals,244363,m-244363,Callicebus,callicebus,moloch,
1082,AMNH,amnh,M,mammals,210393,m-210393,Callicebus,callicebus,moloch,
1083,AMNH,amnh,M,mammals,174383,m-174383,Microcebus,microcebus,griseorufus,murinus
1084,AMNH,amnh,M,mammals,174472,m-174472,Microcebus,microcebus,griseorufus,murinus
1085,AMNH,amnh,M,mammals,174423,m-174423,Microcebus,microcebus,griseorufus,murinus
