media,downloaded file name,public url,doi,file type,file size,title,notes,specimen,specimen taxonomy,insitution,description/element,side,locality,relative age,absolute age,description/element updated,facility,scanner type,x res,y res,z res,voltage,amperage,watts,projections,frame averaging,wedge,shading correction,flux normalization,geometric callibration,calibration description,technicians,date uploaded,time uploaded,grant support,copyright holder,copyright license,citation instruction statement (to be copy-pasted into acknolwedgements)
M15004-27034,fmnh-fishes-119655_M15004-27034.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15004,,,248.56 MB,Sternarchorhynchus cramptoni - tomogram stack,,fmnh-fishes-119655,Sternarchorhynchus cramptoni,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.042 mm,0.042 mm,0.042 mm,60 kv,133 ¥Ë_a, W,,,No,No,No,0,,,6/14/17,12:58:59,,Field Museum of Natural History,,
M15005-27033,fmnh-fishes-92638_M15005-27033.jpg,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15005,,image/jpeg,190.84 KB,Apteronotus macrostomus - lateral,,fmnh-fishes-92638,Apteronotus macrostomus,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.050 mm,0.050 mm,0.050 mm,60 kv,133 ¥Ë_a, W,,,No,No,No,0,,,6/14/17,13:03:58,,Field Museum of Natural History,,
M15005-27039,fmnh-fishes-92638_M15005-27039.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15005,,,812.09 MB,Apteronotus macrostomus - tomogram stack,,fmnh-fishes-92638,Apteronotus macrostomus,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.050 mm,0.050 mm,0.050 mm,60 kv,133 ¥Ë_a, W,,,No,No,No,0,,,6/14/17,13:03:58,,Field Museum of Natural History,,
M15132-27520,fmnh-fishes-10252_M15132-27520.jpg,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15132,,image/jpeg,590.66 KB,Sternopygus arenatus - headshot,,fmnh-fishes-10252,Sternopygus arenatus,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.072 mm,0.072 mm,0.072 mm, kv, ¥Ë_a, W,,,No,No,No,0,,,6/19/17,17:20:28,,Field Museum of Natural History,,
M15132-27521,fmnh-fishes-10252_M15132-27521.jpg,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15132,,image/jpeg,756.77 KB,Sternopygus arenatus - Lateral,,fmnh-fishes-10252,Sternopygus arenatus,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.072 mm,0.072 mm,0.072 mm, kv, ¥Ë_a, W,,,No,No,No,0,,,6/19/17,17:20:28,,Field Museum of Natural History,,
M15132-27529,fmnh-fishes-10252_M15132-27529.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15132,,,862.19 MB,Sternopygus arenatus - tomogram stack,,fmnh-fishes-10252,Sternopygus arenatus,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.072 mm,0.072 mm,0.072 mm, kv, ¥Ë_a, W,,,No,No,No,0,,,6/19/17,17:20:28,,Field Museum of Natural History,,
M15132-31024,fmnh-fishes-10252_M15132-31024.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15132,,,203.3 MB,Sternopygus arenatus - -Images/ tomogram stack/ log file,,fmnh-fishes-10252,Sternopygus arenatus,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.072 mm,0.072 mm,0.072 mm, kv, ¥Ë_a, W,,,No,No,No,0,,,6/19/17,17:20:28,,Field Museum of Natural History,,
M15133-27522,fmnh-fishes-95141_M15133-27522.jpg,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15133,,image/jpeg,442.12 KB,Sternopygus pejeraton - lateral,,fmnh-fishes-95141,Sternopygus pejeraton,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.048 mm,0.048 mm,0.048 mm, kv, ¥Ë_a, W,,,No,No,No,0,,,6/19/17,17:27:17,,Field Museum of Natural History,,
M15133-27534,fmnh-fishes-95141_M15133-27534.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15133,,,969.5 MB,Sternopygus pejeraton - tomogram stack,,fmnh-fishes-95141,Sternopygus pejeraton,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.048 mm,0.048 mm,0.048 mm, kv, ¥Ë_a, W,,,No,No,No,0,,,6/19/17,17:27:17,,Field Museum of Natural History,,
M15406-28245,fmnh-fishes-117453_M15406-28245.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15406,,,1.14 GB,Perulibatrachus rossignoli - tomogram stack,,fmnh-fishes-117453,Perulibatrachus rossignoli,Field Museum of Natural History,,,angola,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173, mm, mm, mm,60 kv,133 ¥Ë_a, W,,,No,No,No,0,,,7/7/17,20:13:58,,Field Museum of Natural History,,
M15592-28788,fmnh-fishes-55817_M15592-28788.jpg,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15592,,image/jpeg,37.46 KB,Paracottus knerii - lateral,,fmnh-fishes-55817,Paracottus knerii,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0355 mm,0.0355 mm,0.0355 mm,70 kv,114 ¥Ë_a, W,,,No,No,No,0,,,7/15/17,14:28:31,,Field Museum of Natural History,,
M15592-28789,fmnh-fishes-55817_M15592-28789.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15592,,,62.56 MB,Paracottus knerii - tomogram stack,,fmnh-fishes-55817,Paracottus knerii,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0355 mm,0.0355 mm,0.0355 mm,70 kv,114 ¥Ë_a, W,,,No,No,No,0,,,7/15/17,14:28:31,,Field Museum of Natural History,,
M15640-28919,fmnh-fishes-111326_M15640-28919.jpg,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15640,,image/jpeg,27.18 KB,Rhytiodus lauzannei - lateral,,fmnh-fishes-111326,Rhytiodus lauzannei,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0497 mm,0.0497 mm,0.0497 mm,60 kv,133 ¥Ë_a, W,,,No,No,No,0,,,7/17/17,14:25:02,,Field Museum of Natural History,,
M15640-28920,fmnh-fishes-111326_M15640-28920.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15640,,,12.34 MB,Rhytiodus lauzannei - tomogram stack,,fmnh-fishes-111326,Rhytiodus lauzannei,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0497 mm,0.0497 mm,0.0497 mm,60 kv,133 ¥Ë_a, W,,,No,No,No,0,,,7/17/17,14:25:02,,Field Museum of Natural History,,
M15990-29749,fmnh-birds-290218_M15990-29749.jpg,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15990,,image/jpeg,24.63 KB,Picoides pubescens medianus - latera,,fmnh-birds-290218,Picoides pubescens medianus,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0339 mm,0.0339 mm,0.0339 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,7/26/17,14:24:25,,Field Museum of Natural History,,
M15990-29750,fmnh-birds-290218_M15990-29750.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15990,,,36.16 MB,Picoides pubescens medianus - tomogram stack,,fmnh-birds-290218,Picoides pubescens medianus,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0339 mm,0.0339 mm,0.0339 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,7/26/17,14:24:25,,Field Museum of Natural History,,
M15984-29737,fmnh-birds-291752_M15984-29737.jpg,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15984,,image/jpeg,24.83 KB,Eutoxeres condamini gracilis - lateral,,fmnh-birds-291752,Eutoxeres condamini gracilis,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0271 mm,0.0271 mm,0.0271 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,7/26/17,13:59:13,,Field Museum of Natural History,,
M15984-29738,fmnh-birds-291752_M15984-29738.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15984,,,55.37 MB,Eutoxeres condamini gracilis - tomogram stack,,fmnh-birds-291752,Eutoxeres condamini gracilis,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0271 mm,0.0271 mm,0.0271 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,7/26/17,13:59:13,,Field Museum of Natural History,,
M15986-29740,fmnh-birds-291752_M15986-29740.jpg,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15986,,image/jpeg,24.83 KB,Eutoxeres condamini gracilis - lateral,,fmnh-birds-291752,Eutoxeres condamini gracilis,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0271 mm,0.0271 mm,0.0271 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,7/26/17,13:59:43,,Field Museum of Natural History,,
M15986-29742,fmnh-birds-291752_M15986-29742.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15986,,,55.37 MB,Eutoxeres condamini gracilis - tomogram stack,,fmnh-birds-291752,Eutoxeres condamini gracilis,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0271 mm,0.0271 mm,0.0271 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,7/26/17,13:59:43,,Field Museum of Natural History,,
M15996-29761,fmnh-birds-314521_M15996-29761.jpg,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15996,,image/jpeg,16.12 KB,Coccyzus erythropthalmus - head,,fmnh-birds-314521,Coccyzus Coccyzus erythropthalmus,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.026 mm,0.026 mm,0.026 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,7/26/17,14:42:20,,Field Museum of Natural History,,
M15996-29762,fmnh-birds-314521_M15996-29762.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15996,,,43.51 MB,Coccyzus erythropthalmus - tomogram stack,,fmnh-birds-314521,Coccyzus Coccyzus erythropthalmus,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.026 mm,0.026 mm,0.026 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,7/26/17,14:42:20,,Field Museum of Natural History,,
M15997-29763,fmnh-birds-319937_M15997-29763.jpg,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15997,,image/jpeg,21.13 KB,Pterocles quadricinctus quadricinctus - head,,fmnh-birds-319937,Pterocles quadricinctus quadricinctus,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.026 mm,0.026 mm,0.026 mm,60 kv,123 ¥Ë_a, W,,,No,No,No,0,,,7/26/17,14:55:42,,Field Museum of Natural History,,
M15997-29764,fmnh-birds-319937_M15997-29764.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15997,,,38.51 MB,Pterocles quadricinctus quadricinctus - tomogram stack,,fmnh-birds-319937,Pterocles quadricinctus quadricinctus,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.026 mm,0.026 mm,0.026 mm,60 kv,123 ¥Ë_a, W,,,No,No,No,0,,,7/26/17,14:55:42,,Field Museum of Natural History,,
M15988-29745,fmnh-birds-386765_M15988-29745.jpg,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15988,,image/jpeg,17.57 KB,Phaethornis superciliosus veraecrucis - lateral,,fmnh-birds-386765,Phaethornis superciliosus veraecrucis,Field Museum of Natural History,,,mexico,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0271 mm,0.0271 mm,0.0271 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,7/26/17,14:05:49,,Field Museum of Natural History,,
M15988-29746,fmnh-birds-386765_M15988-29746.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15988,,,44.17 MB,Phaethornis superciliosus veraecrucis - tomogram stack,,fmnh-birds-386765,Phaethornis superciliosus veraecrucis,Field Museum of Natural History,,,mexico,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0271 mm,0.0271 mm,0.0271 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,7/26/17,14:05:49,,Field Museum of Natural History,,
M16003-29775,fmnh-birds-390488_M16003-29775.jpg,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16003,,image/jpeg,23.9 KB,Larus philadelphia - head,,fmnh-birds-390488,Larus philadelphia,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0671 mm,0.0671 mm,0.0671 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,7/26/17,15:17:55,,Field Museum of Natural History,,
M16003-29776,fmnh-birds-390488_M16003-29776.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16003,,,12.33 MB,Larus philadelphia - tomogram stack,,fmnh-birds-390488,Larus philadelphia,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0671 mm,0.0671 mm,0.0671 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,7/26/17,15:17:55,,Field Museum of Natural History,,
M16063-29898,fmnh-fishes-56976_M16063-29898.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16063,,,466.29 MB,Serrasalmus maculatus - images/ tomogram stack/ log file,,fmnh-fishes-56976,Serrasalmus maculatus,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0518 mm,0.0518 mm,0.0518 mm,70 kv,114 ¥Ë_a, W,,,No,No,No,0,,,7/28/17,13:57:53,,Field Museum of Natural History,,
M16141-30053,fmnh-fishes-100130_M16141-30053.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16141,,,62.36 MB,Serrasalmus irritans M - Images/ tomogram stack/ log file,,fmnh-fishes-100130,Serrasalmus irritans,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.033 mm,0.033 mm,0.033 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,7/31/17,18:36:48,,Field Museum of Natural History,,
M16141-30054,fmnh-fishes-100130_M16141-30054.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16141,,,85.78 MB,Serrasalmus irritans T - Images/ tomogram stack/ log file,,fmnh-fishes-100130,Serrasalmus irritans,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.033 mm,0.033 mm,0.033 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,7/31/17,18:36:48,,Field Museum of Natural History,,
M16146-30061,fmnh-fishes-104995_M16146-30061.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16146,,,146.21 MB,Cynodon gibbus - Images/ tomogram stack/ log file,,fmnh-fishes-104995,Cynodon gibbus,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0682 mm,0.0682 mm,0.0682 mm,70 kv,114 ¥Ë_a, W,,,No,No,No,0,,,7/31/17,19:08:34,,Field Museum of Natural History,,
M16134-30045,fmnh-fishes-109794_M16134-30045.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16134,,,423.33 MB,Myleus torquatus - image/ tomogram stack/ log file,,fmnh-fishes-109794,Myleus torquatus,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0518 mm,0.0518 mm,0.0518 mm,70 kv,114 ¥Ë_a, W,,,No,No,No,0,,,7/31/17,17:49,,Field Museum of Natural History,,
M16144-30059,fmnh-fishes-111306_M16144-30059.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16144,,,218.75 MB,Pygocentrus nattereri - Images/ tomogram stack/ log file,,fmnh-fishes-111306,Pygocentrus nattereri,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0682 mm,0.0682 mm,0.0682 mm,70 kv,114 ¥Ë_a, W,,,No,No,No,0,,,7/31/17,19:02:53,,Field Museum of Natural History,,
M16145-30060,fmnh-fishes-111314_M16145-30060.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16145,,,320.48 MB,Serrasalmus elongatus - Images/ tomogram stack/ log file,,fmnh-fishes-111314,Serrasalmus elongatus,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0682 mm,0.0682 mm,0.0682 mm,70 kv,114 ¥Ë_a, W,,,No,No,No,0,,,7/31/17,19:05:16,,Field Museum of Natural History,,
M16143-30057,fmnh-fishes-111315_M16143-30057.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16143,,,156.93 MB,Serrasalmus rhombeus X - Images/ tomogram stack/ log file,,fmnh-fishes-111315,Serrasalmus rhombeus,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.033 mm,0.033 mm,0.033 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,7/31/17,18:59:45,,Field Museum of Natural History,,
M16143-30058,fmnh-fishes-111315_M16143-30058.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16143,,,89.19 MB,Serrasalmus rhombeus Z - Images/ tomogram stack/ log file,,fmnh-fishes-111315,Serrasalmus rhombeus,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.033 mm,0.033 mm,0.033 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,7/31/17,18:59:45,,Field Museum of Natural History,,
M16148-30063,fmnh-fishes-56928_M16148-30063.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16148,,,144.34 MB,Myleus levis - Images/ tomogram stack/ log file,,fmnh-fishes-56928,Myleus levis,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0682 mm,0.0682 mm,0.0682 mm,70 kv,114 ¥Ë_a, W,,,No,No,No,0,,,7/31/17,19:12:40,,Field Museum of Natural History,,
M16142-30055,fmnh-fishes-56945_M16142-30055.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16142,,,107.07 MB,Serrasalmus brandtii P - Images/ tomogram stack/ log file,,fmnh-fishes-56945,Serrasalmus brandtii,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.033 mm,0.033 mm,0.033 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,7/31/17,18:42:57,,Field Museum of Natural History,,
M16142-30056,fmnh-fishes-56945_M16142-30056.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16142,,,81.51 MB,Serrasalmus brandtii Y - Images/ tomogram stack/ log file,,fmnh-fishes-56945,Serrasalmus brandtii,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.033 mm,0.033 mm,0.033 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,7/31/17,18:42:57,,Field Museum of Natural History,,
M16147-30062,fmnh-fishes-71030_M16147-30062.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16147,,,254.99 MB,Serrasalmus marginatus - Images/ tomogram stack/ log file,,fmnh-fishes-71030,Serrasalmus marginatus,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0682 mm,0.0682 mm,0.0682 mm,70 kv,114 ¥Ë_a, W,,,No,No,No,0,,,7/31/17,19:10:57,,Field Museum of Natural History,,
M16140-30052,fmnh-fishes-97720_M16140-30052.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16140,,,44.12 MB,Metynnis altidorsalis - image/ tomogram stack/ log file,,fmnh-fishes-97720,Metynnis altidorsalis,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.033 mm,0.033 mm,0.033 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,7/31/17,18:29:03,,Field Museum of Natural History,,
M16200-30125,fmnh-amphibians and reptiles-17161_M16200-30125.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16200,,,16.04 MB,Pelomedusa subrufa - images/ tomogram stack/ log file,,fmnh-amphibians and reptiles-17161,Pelomedusa subrufa,Field Museum of Natural History,,,botswana,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0714 mm,0.0714 mm,0.0714 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,8/1/17,13:49:01,,Field Museum of Natural History,,
M16201-30126,fmnh-amphibians and reptiles-217273_M16201-30126.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16201,,,15.15 MB,Phrynops hilarii - images/ tomogram stack/ log file,,fmnh-amphibians and reptiles-217273,Phrynops hilarii,Field Museum of Natural History,,,uruguay,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0714 mm,0.0714 mm,0.0714 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,8/1/17,13:50:25,,Field Museum of Natural History,,
M16199-30124,fmnh-amphibians and reptiles-251497_M16199-30124.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16199,,,28.14 MB,Cuora amboinensis - images/ tomogram stack/ log file,,fmnh-amphibians and reptiles-251497,Cuora amboinensis,Field Museum of Natural History,,,malaysia,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0714 mm,0.0714 mm,0.0714 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,8/1/17,13:46:48,,Field Museum of Natural History,,
M16554-30762,fmnh-fishes-61696_M16554-30762.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16554,,,52.36 MB,Arcos macrophthalmus - images/ tomogram stack/ log file,,fmnh-fishes-61696,Arcos macrophthalmus,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173, mm, mm, mm,60 kv,110 ¥Ë_a, W,,,No,No,No,0,,,8/10/17,17:29:15,,Field Museum of Natural History,,
M16555-30763,fmnh-fishes-62067_M16555-30763.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16555,,,44.67 MB,Arcos erythrops - images/ tomogram stack/ log file,,fmnh-fishes-62067,Arcos erythrops,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173, mm, mm, mm,60 kv,110 ¥Ë_a, W,,,No,No,No,0,,,8/10/17,17:33:20,,Field Museum of Natural History,,
